"Entry" "Name" "Uniprot_id"
600 "Sphingolipid metabolism" "O95470"
190 "Oxidative phosphorylation" "Q15181"
3050 "Proteasome" "P49721"
4141 "Protein processing in endoplasmic reticulum" "Q9NR31"
5134 "Legionellosis" "Q9NR31"
1100 "Metabolic pathways" "Q05932"
790 "Folate biosynthesis" "Q05932"
5034 "Alcoholism" "Q9P0M6"
5322 "Systemic lupus erythematosus" "Q9P0M6"
4080 "Neuroactive ligand-receptor interaction" "P43220"
4911 "Insulin secretion" "P43220"
564 "Glycerophospholipid metabolism" "Q9BQK8"
561 "Glycerolipid metabolism" "Q9BQK8"
1100 "Metabolic pathways" "Q9BQK8"
5202 "Transcriptional misregulation in cancer" "P50750"
4721 "Synaptic vesicle cycle" "P61764"
4080 "Neuroactive ligand-receptor interaction" "Q9Y271"
4020 "Calcium signaling pathway" "Q9Y271"
4020 "Calcium signaling pathway" "P21452"
4080 "Neuroactive ligand-receptor interaction" "P21452"
1100 "Metabolic pathways" "P00558"
4066 "HIF-1 signaling pathway" "P00558"
1200 "Carbon metabolism" "P00558"
10 "Glycolysis / Gluconeogenesis" "P00558"
1230 "Biosynthesis of amino acids" "P00558"
620 "Pyruvate metabolism" "Q04760"
240 "Pyrimidine metabolism" "Q96BW1"
1100 "Metabolic pathways" "Q96BW1"
1100 "Metabolic pathways" "P22310"
982 "Drug metabolism - cytochrome P450" "P22310"
40 "Pentose and glucuronate interconversions" "P22310"
53 "Ascorbate and aldarate metabolism" "P22310"
980 "Metabolism of xenobiotics by cytochrome P450" "P22310"
983 "Drug metabolism - other enzymes" "P22310"
860 "Porphyrin and chlorophyll metabolism" "P22310"
140 "Steroid hormone biosynthesis" "P22310"
500 "Starch and sucrose metabolism" "P22310"
5204 "Chemical carcinogenesis" "P22310"
830 "Retinol metabolism" "P22310"
982 "Drug metabolism - cytochrome P450" "P35504"
53 "Ascorbate and aldarate metabolism" "P35504"
5204 "Chemical carcinogenesis" "P35504"
1100 "Metabolic pathways" "P35504"
140 "Steroid hormone biosynthesis" "P35504"
983 "Drug metabolism - other enzymes" "P35504"
860 "Porphyrin and chlorophyll metabolism" "P35504"
500 "Starch and sucrose metabolism" "P35504"
830 "Retinol metabolism" "P35504"
40 "Pentose and glucuronate interconversions" "P35504"
980 "Metabolism of xenobiotics by cytochrome P450" "P35504"
140 "Steroid hormone biosynthesis" "Q9HAW7"
983 "Drug metabolism - other enzymes" "Q9HAW7"
830 "Retinol metabolism" "Q9HAW7"
53 "Ascorbate and aldarate metabolism" "Q9HAW7"
5204 "Chemical carcinogenesis" "Q9HAW7"
500 "Starch and sucrose metabolism" "Q9HAW7"
40 "Pentose and glucuronate interconversions" "Q9HAW7"
982 "Drug metabolism - cytochrome P450" "Q9HAW7"
1100 "Metabolic pathways" "Q9HAW7"
980 "Metabolism of xenobiotics by cytochrome P450" "Q9HAW7"
860 "Porphyrin and chlorophyll metabolism" "Q9HAW7"
860 "Porphyrin and chlorophyll metabolism" "Q9HAW9"
983 "Drug metabolism - other enzymes" "Q9HAW9"
982 "Drug metabolism - cytochrome P450" "Q9HAW9"
980 "Metabolism of xenobiotics by cytochrome P450" "Q9HAW9"
830 "Retinol metabolism" "Q9HAW9"
500 "Starch and sucrose metabolism" "Q9HAW9"
5204 "Chemical carcinogenesis" "Q9HAW9"
140 "Steroid hormone biosynthesis" "Q9HAW9"
1100 "Metabolic pathways" "Q9HAW9"
40 "Pentose and glucuronate interconversions" "Q9HAW9"
53 "Ascorbate and aldarate metabolism" "Q9HAW9"
970 "Aminoacyl-tRNA biosynthesis" "P54577"
5202 "Transcriptional misregulation in cancer" "P40426"
4630 "Jak-STAT signaling pathway" "P11309"
5206 "MicroRNAs in cancer" "P11309"
5221 "Acute myeloid leukemia" "P11309"
3018 "RNA degradation" "Q5JQF8"
3015 "mRNA surveillance pathway" "Q5JQF8"
3013 "RNA transport" "Q5JQF8"
4666 "Fc gamma R-mediated phagocytosis" "P49006"
5140 "Leishmaniasis" "P49006"
4020 "Calcium signaling pathway" "P46020"
4910 "Insulin signaling pathway" "P46020"
5220 "Chronic myeloid leukemia" "Q13547"
5016 "Huntington's disease" "Q13547"
4110 "Cell cycle" "Q13547"
5206 "MicroRNAs in cancer" "Q13547"
5202 "Transcriptional misregulation in cancer" "Q13547"
4330 "Notch signaling pathway" "Q13547"
5034 "Alcoholism" "Q13547"
5169 "Epstein-Barr virus infection" "Q13547"
4919 "Thyroid hormone signaling pathway" "Q13547"
5200 "Pathways in cancer" "Q13547"
5203 "Viral carcinogenesis" "Q13547"
5031 "Amphetamine addiction" "Q13547"
5034 "Alcoholism" "Q9BY41"
5203 "Viral carcinogenesis" "Q9BY41"
3013 "RNA transport" "Q13347"
4390 "Hippo signaling pathway" "Q5IJ48"
3010 "Ribosome" "P62701"
4110 "Cell cycle" "P28749"
4350 "TGF-beta signaling pathway" "P28749"
5203 "Viral carcinogenesis" "P28749"
4740 "Olfactory transduction" "Q8NGR4"
4740 "Olfactory transduction" "Q8NGR9"
4062 "Chemokine signaling pathway" "P49682"
4060 "Cytokine-cytokine receptor interaction" "P49682"
3040 "Spliceosome" "Q9Y3C6"
4080 "Neuroactive ligand-receptor interaction" "O43613"
3320 "PPAR signaling pathway" "P05413"
5168 "Herpes simplex infection" "P84103"
3040 "Spliceosome" "P84103"
514 "Other types of O-glycan biosynthesis" "O15294"
5016 "Huntington's disease" "P51970"
5012 "Parkinson's disease" "P51970"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "P51970"
1100 "Metabolic pathways" "P51970"
5010 "Alzheimer's disease" "P51970"
190 "Oxidative phosphorylation" "P51970"
430 "Taurine and hypotaurine metabolism" "Q96SZ5"
1100 "Metabolic pathways" "Q96SZ5"
5168 "Herpes simplex infection" "Q08170"
3040 "Spliceosome" "Q08170"
4810 "Regulation of actin cytoskeleton" "P06396"
4666 "Fc gamma R-mediated phagocytosis" "P06396"
5203 "Viral carcinogenesis" "P06396"
5168 "Herpes simplex infection" "Q96SB4"
5168 "Herpes simplex infection" "Q13077"
5202 "Transcriptional misregulation in cancer" "Q13077"
5169 "Epstein-Barr virus infection" "Q13077"
4064 "NF-kappa B signaling pathway" "Q13077"
5203 "Viral carcinogenesis" "Q13077"
4668 "TNF signaling pathway" "Q13077"
5200 "Pathways in cancer" "Q13077"
5222 "Small cell lung cancer" "Q13077"
3010 "Ribosome" "P62906"
4141 "Protein processing in endoplasmic reticulum" "P51668"
4120 "Ubiquitin mediated proteolysis" "P51668"
3420 "Nucleotide excision repair" "P15927"
3030 "DNA replication" "P15927"
3460 "Fanconi anemia pathway" "P15927"
3430 "Mismatch repair" "P15927"
3440 "Homologous recombination" "P15927"
562 "Inositol phosphate metabolism" "Q8NFU5"
4145 "Phagosome" "Q86Y82"
5410 "Hypertrophic cardiomyopathy (HCM)" "P17661"
5414 "Dilated cardiomyopathy" "P17661"
5412 "Arrhythmogenic right ventricular cardiomyopathy (ARVC)" "P17661"
4610 "Complement and coagulation cascades" "P11226"
5150 "Staphylococcus aureus infection" "P11226"
4145 "Phagosome" "P11226"
4310 "Wnt signaling pathway" "O94907"
5321 "Inflammatory bowel disease (IBD)" "O00206"
5146 "Amoebiasis" "O00206"
5130 "Pathogenic Escherichia coli infection" "O00206"
5134 "Legionellosis" "O00206"
5161 "Hepatitis B" "O00206"
5140 "Leishmaniasis" "O00206"
4145 "Phagosome" "O00206"
4066 "HIF-1 signaling pathway" "O00206"
5152 "Tuberculosis" "O00206"
5205 "Proteoglycans in cancer" "O00206"
5145 "Toxoplasmosis" "O00206"
5133 "Pertussis" "O00206"
4064 "NF-kappa B signaling pathway" "O00206"
5162 "Measles" "O00206"
4151 "PI3K-Akt signaling pathway" "O00206"
5142 "Chagas disease (American trypanosomiasis)" "O00206"
5164 "Influenza A" "O00206"
5132 "Salmonella infection" "O00206"
4620 "Toll-like receptor signaling pathway" "O00206"
5144 "Malaria" "O00206"
5323 "Rheumatoid arthritis" "O00206"
4540 "Gap junction" "A0A0A0MSB3"
4970 "Salivary secretion" "A0A0A0MSB3"
4740 "Olfactory transduction" "A0A0A0MSB3"
4270 "Vascular smooth muscle contraction" "A0A0A0MSB3"
4730 "Long-term depression" "A0A0A0MSB3"
4713 "Circadian entrainment" "A0A0A0MSB3"
4120 "Ubiquitin mediated proteolysis" "Q13049"
4062 "Chemokine signaling pathway" "P09769"
5169 "Epstein-Barr virus infection" "P09769"
4060 "Cytokine-cytokine receptor interaction" "O95150"
4145 "Phagosome" "O75348"
5323 "Rheumatoid arthritis" "O75348"
4721 "Synaptic vesicle cycle" "O75348"
5110 "Vibrio cholerae infection" "O75348"
4966 "Collecting duct acid secretion" "O75348"
5120 "Epithelial cell signaling in Helicobacter pylori infection" "O75348"
190 "Oxidative phosphorylation" "O75348"
1100 "Metabolic pathways" "O75348"
4919 "Thyroid hormone signaling pathway" "Q93074"
4122 "Sulfur relay system" "Q9Y697"
730 "Thiamine metabolism" "Q9Y697"
1100 "Metabolic pathways" "Q9ULD0"
20 "Citrate cycle (TCA cycle)" "Q9ULD0"
380 "Tryptophan metabolism" "Q9ULD0"
1200 "Carbon metabolism" "Q9ULD0"
310 "Lysine degradation" "Q9ULD0"
4721 "Synaptic vesicle cycle" "Q16572"
4725 "Cholinergic synapse" "Q16572"
3410 "Base excision repair" "Q9NRF9"
5166 "HTLV-I infection" "Q9NRF9"
1100 "Metabolic pathways" "Q9NRF9"
3030 "DNA replication" "Q9NRF9"
230 "Purine metabolism" "Q9NRF9"
3420 "Nucleotide excision repair" "Q9NRF9"
240 "Pyrimidine metabolism" "Q9NRF9"
4742 "Taste transduction" "Q14833"
4724 "Glutamatergic synapse" "Q14833"
4080 "Neuroactive ligand-receptor interaction" "Q14833"
3040 "Spliceosome" "O43172"
5166 "HTLV-I infection" "P31785"
5162 "Measles" "P31785"
4151 "PI3K-Akt signaling pathway" "P31785"
5321 "Inflammatory bowel disease (IBD)" "P31785"
5340 "Primary immunodeficiency" "P31785"
4060 "Cytokine-cytokine receptor interaction" "P31785"
4144 "Endocytosis" "P31785"
4630 "Jak-STAT signaling pathway" "P31785"
5166 "HTLV-I infection" "Q8NHZ8"
4110 "Cell cycle" "Q8NHZ8"
4120 "Ubiquitin mediated proteolysis" "Q8NHZ8"
4114 "Oocyte meiosis" "Q8NHZ8"
4914 "Progesterone-mediated oocyte maturation" "Q8NHZ8"
4978 "Mineral absorption" "O15431"
4068 "FoxO signaling pathway" "P98177"
4014 "Ras signaling pathway" "P98177"
1100 "Metabolic pathways" "Q16739"
600 "Sphingolipid metabolism" "Q16739"
534 "Glycosaminoglycan biosynthesis - heparan sulfate / heparin" "Q92935"
1100 "Metabolic pathways" "Q92935"
565 "Ether lipid metabolism" "Q99487"
1100 "Metabolic pathways" "Q99487"
4726 "Serotonergic synapse" "P50151"
4723 "Retrograde endocannabinoid signaling" "P50151"
4713 "Circadian entrainment" "P50151"
4725 "Cholinergic synapse" "P50151"
4727 "GABAergic synapse" "P50151"
4014 "Ras signaling pathway" "P50151"
4151 "PI3K-Akt signaling pathway" "P50151"
4724 "Glutamatergic synapse" "P50151"
5032 "Morphine addiction" "P50151"
4728 "Dopaminergic synapse" "P50151"
4062 "Chemokine signaling pathway" "P50151"
5034 "Alcoholism" "P50151"
4080 "Neuroactive ligand-receptor interaction" "P50391"
4912 "GnRH signaling pathway" "Q14573"
4725 "Cholinergic synapse" "Q14573"
4270 "Vascular smooth muscle contraction" "Q14573"
4972 "Pancreatic secretion" "Q14573"
4020 "Calcium signaling pathway" "Q14573"
4114 "Oocyte meiosis" "Q14573"
4723 "Retrograde endocannabinoid signaling" "Q14573"
5205 "Proteoglycans in cancer" "Q14573"
4724 "Glutamatergic synapse" "Q14573"
4915 "Estrogen signaling pathway" "Q14573"
4911 "Insulin secretion" "Q14573"
4742 "Taste transduction" "Q14573"
4750 "Inflammatory mediator regulation of TRP channels" "Q14573"
4971 "Gastric acid secretion" "Q14573"
4070 "Phosphatidylinositol signaling system" "Q14573"
4970 "Salivary secretion" "Q14573"
4713 "Circadian entrainment" "Q14573"
4720 "Long-term potentiation" "Q14573"
4728 "Dopaminergic synapse" "Q14573"
4918 "Thyroid hormone synthesis" "Q14573"
4730 "Long-term depression" "Q14573"
4540 "Gap junction" "Q14573"
4726 "Serotonergic synapse" "Q14573"
5010 "Alzheimer's disease" "Q14573"
1100 "Metabolic pathways" "Q9NR34"
510 "N-Glycan biosynthesis" "Q9NR34"
4141 "Protein processing in endoplasmic reticulum" "Q9NR34"
4144 "Endocytosis" "Q5SW96"
4390 "Hippo signaling pathway" "Q92796"
4350 "TGF-beta signaling pathway" "P43026"
4060 "Cytokine-cytokine receptor interaction" "P43026"
4390 "Hippo signaling pathway" "P43026"
5145 "Toxoplasmosis" "P09917"
4913 "Ovarian steroidogenesis" "P09917"
4726 "Serotonergic synapse" "P09917"
1100 "Metabolic pathways" "P09917"
590 "Arachidonic acid metabolism" "P09917"
4740 "Olfactory transduction" "Q8NGR1"
3008 "Ribosome biogenesis in eukaryotes" "P56537"
1100 "Metabolic pathways" "Q8N6G5"
532 "Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate" "Q8N6G5"
4080 "Neuroactive ligand-receptor interaction" "P34972"
511 "Other glycan degradation" "P04066"
4142 "Lysosome" "P04066"
4146 "Peroxisome" "P35914"
1100 "Metabolic pathways" "P35914"
280 "Valine, leucine and isoleucine degradation" "P35914"
650 "Butanoate metabolism" "P35914"
72 "Synthesis and degradation of ketone bodies" "P35914"
4141 "Protein processing in endoplasmic reticulum" "Q9BV94"
1100 "Metabolic pathways" "Q14376"
520 "Amino sugar and nucleotide sugar metabolism" "Q14376"
52 "Galactose metabolism" "Q14376"
564 "Glycerophospholipid metabolism" "O95372"
3008 "Ribosome biogenesis in eukaryotes" "Q14692"
4080 "Neuroactive ligand-receptor interaction" "P51582"
3010 "Ribosome" "P62913"
4060 "Cytokine-cytokine receptor interaction" "Q92838"
4350 "TGF-beta signaling pathway" "Q02535"
4390 "Hippo signaling pathway" "Q13873"
4060 "Cytokine-cytokine receptor interaction" "Q13873"
5206 "MicroRNAs in cancer" "Q13873"
4350 "TGF-beta signaling pathway" "Q13873"
4360 "Axon guidance" "P29323"
5133 "Pertussis" "P02747"
4610 "Complement and coagulation cascades" "P02747"
5020 "Prion diseases" "P02747"
5150 "Staphylococcus aureus infection" "P02747"
5142 "Chagas disease (American trypanosomiasis)" "P02747"
5322 "Systemic lupus erythematosus" "P02747"
5322 "Systemic lupus erythematosus" "P02745"
4610 "Complement and coagulation cascades" "P02745"
5150 "Staphylococcus aureus infection" "P02745"
5142 "Chagas disease (American trypanosomiasis)" "P02745"
5133 "Pertussis" "P02745"
5020 "Prion diseases" "P02745"
140 "Steroid hormone biosynthesis" "Q92506"
1100 "Metabolic pathways" "Q92506"
5216 "Thyroid cancer" "P28702"
4919 "Thyroid hormone signaling pathway" "P28702"
3320 "PPAR signaling pathway" "P28702"
5223 "Non-small cell lung cancer" "P28702"
4920 "Adipocytokine signaling pathway" "P28702"
5222 "Small cell lung cancer" "P28702"
5200 "Pathways in cancer" "P28702"
5202 "Transcriptional misregulation in cancer" "P28702"
5215 "Prostate cancer" "P10275"
5200 "Pathways in cancer" "P10275"
4114 "Oocyte meiosis" "P10275"
4916 "Melanogenesis" "Q9H461"
5205 "Proteoglycans in cancer" "Q9H461"
5166 "HTLV-I infection" "Q9H461"
5217 "Basal cell carcinoma" "Q9H461"
5200 "Pathways in cancer" "Q9H461"
4310 "Wnt signaling pathway" "Q9H461"
4390 "Hippo signaling pathway" "Q9H461"
5161 "Hepatitis B" "P98160"
5205 "Proteoglycans in cancer" "P98160"
4512 "ECM-receptor interaction" "P98160"
982 "Drug metabolism - cytochrome P450" "Q06278"
1100 "Metabolic pathways" "Q06278"
280 "Valine, leucine and isoleucine degradation" "Q06278"
380 "Tryptophan metabolism" "Q06278"
350 "Tyrosine metabolism" "Q06278"
760 "Nicotinate and nicotinamide metabolism" "Q06278"
750 "Vitamin B6 metabolism" "Q06278"
830 "Retinol metabolism" "Q06278"
5146 "Amoebiasis" "Q4VXY6"
4151 "PI3K-Akt signaling pathway" "Q4VXY6"
4512 "ECM-receptor interaction" "Q4VXY6"
4974 "Protein digestion and absorption" "Q4VXY6"
4510 "Focal adhesion" "Q4VXY6"
4975 "Fat digestion and absorption" "O95477"
2010 "ABC transporters" "O95477"
4740 "Olfactory transduction" "Q8NGS8"
4740 "Olfactory transduction" "Q8NGS6"
4080 "Neuroactive ligand-receptor interaction" "Q8TEW0"
4520 "Adherens junction" "Q8TEW0"
4015 "Rap1 signaling pathway" "Q8TEW0"
4390 "Hippo signaling pathway" "Q8TEW0"
4062 "Chemokine signaling pathway" "Q8TEW0"
4530 "Tight junction" "Q8TEW0"
4144 "Endocytosis" "Q8TEW0"
4210 "Apoptosis" "Q96LZ3"
4114 "Oocyte meiosis" "Q96LZ3"
4360 "Axon guidance" "Q96LZ3"
4310 "Wnt signaling pathway" "Q96LZ3"
4370 "VEGF signaling pathway" "Q96LZ3"
5031 "Amphetamine addiction" "Q96LZ3"
4720 "Long-term potentiation" "Q96LZ3"
5014 "Amyotrophic lateral sclerosis (ALS)" "Q96LZ3"
4660 "T cell receptor signaling pathway" "Q96LZ3"
5152 "Tuberculosis" "Q96LZ3"
5166 "HTLV-I infection" "Q96LZ3"
5010 "Alzheimer's disease" "Q96LZ3"
4010 "MAPK signaling pathway" "Q96LZ3"
4724 "Glutamatergic synapse" "Q96LZ3"
4662 "B cell receptor signaling pathway" "Q96LZ3"
4650 "Natural killer cell mediated cytotoxicity" "Q96LZ3"
4380 "Osteoclast differentiation" "Q96LZ3"
4020 "Calcium signaling pathway" "Q96LZ3"
1100 "Metabolic pathways" "P05186"
790 "Folate biosynthesis" "P05186"
5330 "Allograft rejection" "P28067"
4672 "Intestinal immune network for IgA production" "P28067"
5145 "Toxoplasmosis" "P28067"
5152 "Tuberculosis" "P28067"
5321 "Inflammatory bowel disease (IBD)" "P28067"
5150 "Staphylococcus aureus infection" "P28067"
5164 "Influenza A" "P28067"
5320 "Autoimmune thyroid disease" "P28067"
5166 "HTLV-I infection" "P28067"
5332 "Graft-versus-host disease" "P28067"
4145 "Phagosome" "P28067"
4514 "Cell adhesion molecules (CAMs)" "P28067"
5323 "Rheumatoid arthritis" "P28067"
5168 "Herpes simplex infection" "P28067"
4612 "Antigen processing and presentation" "P28067"
5310 "Asthma" "P28067"
5322 "Systemic lupus erythematosus" "P28067"
5416 "Viral myocarditis" "P28067"
5140 "Leishmaniasis" "P28067"
4940 "Type I diabetes mellitus" "P28067"
1100 "Metabolic pathways" "P05062"
1230 "Biosynthesis of amino acids" "P05062"
10 "Glycolysis / Gluconeogenesis" "P05062"
51 "Fructose and mannose metabolism" "P05062"
1200 "Carbon metabolism" "P05062"
30 "Pentose phosphate pathway" "P05062"
3050 "Proteasome" "P28065"
4120 "Ubiquitin mediated proteolysis" "Q96J02"
4144 "Endocytosis" "Q96J02"
4668 "TNF signaling pathway" "Q96J02"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "Q96J02"
4974 "Protein digestion and absorption" "P05997"
5146 "Amoebiasis" "P05997"
4151 "PI3K-Akt signaling pathway" "P05997"
4512 "ECM-receptor interaction" "P05997"
4510 "Focal adhesion" "P05997"
3050 "Proteasome" "P28062"
4145 "Phagosome" "Q03519"
2010 "ABC transporters" "Q03519"
5340 "Primary immunodeficiency" "Q03519"
4612 "Antigen processing and presentation" "Q03519"
5168 "Herpes simplex infection" "Q03519"
5145 "Toxoplasmosis" "P01906"
4612 "Antigen processing and presentation" "P01906"
5166 "HTLV-I infection" "P01906"
5321 "Inflammatory bowel disease (IBD)" "P01906"
5332 "Graft-versus-host disease" "P01906"
5152 "Tuberculosis" "P01906"
5416 "Viral myocarditis" "P01906"
4145 "Phagosome" "P01906"
5323 "Rheumatoid arthritis" "P01906"
4514 "Cell adhesion molecules (CAMs)" "P01906"
5330 "Allograft rejection" "P01906"
5310 "Asthma" "P01906"
5164 "Influenza A" "P01906"
5322 "Systemic lupus erythematosus" "P01906"
5140 "Leishmaniasis" "P01906"
4672 "Intestinal immune network for IgA production" "P01906"
4940 "Type I diabetes mellitus" "P01906"
5320 "Autoimmune thyroid disease" "P01906"
5169 "Epstein-Barr virus infection" "P01906"
5168 "Herpes simplex infection" "P01906"
5150 "Staphylococcus aureus infection" "P01906"
4916 "Melanogenesis" "P42127"
4940 "Type I diabetes mellitus" "Q30154"
5145 "Toxoplasmosis" "Q30154"
4640 "Hematopoietic cell lineage" "Q30154"
5140 "Leishmaniasis" "Q30154"
5416 "Viral myocarditis" "Q30154"
5330 "Allograft rejection" "Q30154"
5152 "Tuberculosis" "Q30154"
5164 "Influenza A" "Q30154"
5169 "Epstein-Barr virus infection" "Q30154"
4145 "Phagosome" "Q30154"
5168 "Herpes simplex infection" "Q30154"
5166 "HTLV-I infection" "Q30154"
5322 "Systemic lupus erythematosus" "Q30154"
5150 "Staphylococcus aureus infection" "Q30154"
4514 "Cell adhesion molecules (CAMs)" "Q30154"
4612 "Antigen processing and presentation" "Q30154"
5310 "Asthma" "Q30154"
5323 "Rheumatoid arthritis" "Q30154"
4672 "Intestinal immune network for IgA production" "Q30154"
5321 "Inflammatory bowel disease (IBD)" "Q30154"
5332 "Graft-versus-host disease" "Q30154"
5320 "Autoimmune thyroid disease" "Q30154"
3013 "RNA transport" "P20042"
3410 "Base excision repair" "Q9UBZ4"
4144 "Endocytosis" "P36897"
5142 "Chagas disease (American trypanosomiasis)" "P36897"
4010 "MAPK signaling pathway" "P36897"
5210 "Colorectal cancer" "P36897"
4390 "Hippo signaling pathway" "P36897"
4068 "FoxO signaling pathway" "P36897"
5200 "Pathways in cancer" "P36897"
5161 "Hepatitis B" "P36897"
4060 "Cytokine-cytokine receptor interaction" "P36897"
5212 "Pancreatic cancer" "P36897"
5166 "HTLV-I infection" "P36897"
4350 "TGF-beta signaling pathway" "P36897"
4380 "Osteoclast differentiation" "P36897"
5220 "Chronic myeloid leukemia" "P36897"
4520 "Adherens junction" "P36897"
4974 "Protein digestion and absorption" "P39059"
51 "Fructose and mannose metabolism" "P16118"
4066 "HIF-1 signaling pathway" "P16118"
1100 "Metabolic pathways" "Q8IXK2"
512 "Mucin type O-Glycan biosynthesis" "Q8IXK2"
4740 "Olfactory transduction" "Q96RD0"
4330 "Notch signaling pathway" "Q99466"
4919 "Thyroid hormone signaling pathway" "Q99466"
5206 "MicroRNAs in cancer" "Q99466"
4320 "Dorso-ventral axis formation" "Q99466"
4740 "Olfactory transduction" "Q8NGN4"
4141 "Protein processing in endoplasmic reticulum" "P39656"
510 "N-Glycan biosynthesis" "P39656"
1100 "Metabolic pathways" "P39656"
5012 "Parkinson's disease" "Q9BXM7"
983 "Drug metabolism - other enzymes" "P32320"
240 "Pyrimidine metabolism" "P32320"
1100 "Metabolic pathways" "P32320"
4141 "Protein processing in endoplasmic reticulum" "Q99942"
4014 "Ras signaling pathway" "Q9BZM2"
4270 "Vascular smooth muscle contraction" "Q9BZM2"
590 "Arachidonic acid metabolism" "Q9BZM2"
4975 "Fat digestion and absorption" "Q9BZM2"
591 "Linoleic acid metabolism" "Q9BZM2"
564 "Glycerophospholipid metabolism" "Q9BZM2"
4972 "Pancreatic secretion" "Q9BZM2"
565 "Ether lipid metabolism" "Q9BZM2"
1100 "Metabolic pathways" "Q9BZM2"
592 "alpha-Linolenic acid metabolism" "Q9BZM2"
565 "Ether lipid metabolism" "Q9UNK4"
4975 "Fat digestion and absorption" "Q9UNK4"
4972 "Pancreatic secretion" "Q9UNK4"
590 "Arachidonic acid metabolism" "Q9UNK4"
4014 "Ras signaling pathway" "Q9UNK4"
592 "alpha-Linolenic acid metabolism" "Q9UNK4"
4270 "Vascular smooth muscle contraction" "Q9UNK4"
1100 "Metabolic pathways" "Q9UNK4"
591 "Linoleic acid metabolism" "Q9UNK4"
564 "Glycerophospholipid metabolism" "Q9UNK4"
590 "Arachidonic acid metabolism" "P39877"
592 "alpha-Linolenic acid metabolism" "P39877"
1100 "Metabolic pathways" "P39877"
565 "Ether lipid metabolism" "P39877"
564 "Glycerophospholipid metabolism" "P39877"
4972 "Pancreatic secretion" "P39877"
591 "Linoleic acid metabolism" "P39877"
4270 "Vascular smooth muscle contraction" "P39877"
4014 "Ras signaling pathway" "P39877"
4975 "Fat digestion and absorption" "P39877"
4270 "Vascular smooth muscle contraction" "P14555"
1100 "Metabolic pathways" "P14555"
4972 "Pancreatic secretion" "P14555"
591 "Linoleic acid metabolism" "P14555"
592 "alpha-Linolenic acid metabolism" "P14555"
564 "Glycerophospholipid metabolism" "P14555"
4014 "Ras signaling pathway" "P14555"
565 "Ether lipid metabolism" "P14555"
4975 "Fat digestion and absorption" "P14555"
590 "Arachidonic acid metabolism" "P14555"
1100 "Metabolic pathways" "Q9NZK7"
565 "Ether lipid metabolism" "Q9NZK7"
591 "Linoleic acid metabolism" "Q9NZK7"
4270 "Vascular smooth muscle contraction" "Q9NZK7"
592 "alpha-Linolenic acid metabolism" "Q9NZK7"
4014 "Ras signaling pathway" "Q9NZK7"
564 "Glycerophospholipid metabolism" "Q9NZK7"
4975 "Fat digestion and absorption" "Q9NZK7"
4972 "Pancreatic secretion" "Q9NZK7"
590 "Arachidonic acid metabolism" "Q9NZK7"
3420 "Nucleotide excision repair" "P23025"
4810 "Regulation of actin cytoskeleton" "P98174"
3015 "mRNA surveillance pathway" "Q09161"
3040 "Spliceosome" "Q09161"
3013 "RNA transport" "Q09161"
5034 "Alcoholism" "P16104"
5322 "Systemic lupus erythematosus" "P16104"
4151 "PI3K-Akt signaling pathway" "Q99941"
4911 "Insulin secretion" "Q99941"
5161 "Hepatitis B" "Q99941"
4728 "Dopaminergic synapse" "Q99941"
4141 "Protein processing in endoplasmic reticulum" "Q99941"
5031 "Amphetamine addiction" "Q99941"
5034 "Alcoholism" "Q99941"
4668 "TNF signaling pathway" "Q99941"
5203 "Viral carcinogenesis" "Q99941"
4915 "Estrogen signaling pathway" "Q99941"
5030 "Cocaine addiction" "Q99941"
4918 "Thyroid hormone synthesis" "Q99941"
4261 "Adrenergic signaling in cardiomyocytes" "Q99941"
4110 "Cell cycle" "O60729"
5203 "Viral carcinogenesis" "Q5T4S7"
140 "Steroid hormone biosynthesis" "P37058"
1100 "Metabolic pathways" "P37058"
3015 "mRNA surveillance pathway" "Q9H1J1"
3013 "RNA transport" "Q9H1J1"
1200 "Carbon metabolism" "P09467"
51 "Fructose and mannose metabolism" "P09467"
4910 "Insulin signaling pathway" "P09467"
10 "Glycolysis / Gluconeogenesis" "P09467"
1100 "Metabolic pathways" "P09467"
30 "Pentose phosphate pathway" "P09467"
1100 "Metabolic pathways" "O00757"
4910 "Insulin signaling pathway" "O00757"
1200 "Carbon metabolism" "O00757"
30 "Pentose phosphate pathway" "O00757"
10 "Glycolysis / Gluconeogenesis" "O00757"
51 "Fructose and mannose metabolism" "O00757"
52 "Galactose metabolism" "Q9NQR9"
4068 "FoxO signaling pathway" "Q9NQR9"
1100 "Metabolic pathways" "Q9NQR9"
4151 "PI3K-Akt signaling pathway" "Q9NQR9"
500 "Starch and sucrose metabolism" "Q9NQR9"
4973 "Carbohydrate digestion and absorption" "Q9NQR9"
4920 "Adipocytokine signaling pathway" "Q9NQR9"
4910 "Insulin signaling pathway" "Q9NQR9"
10 "Glycolysis / Gluconeogenesis" "Q9NQR9"
4350 "TGF-beta signaling pathway" "Q14186"
4110 "Cell cycle" "Q14186"
4742 "Taste transduction" "Q8TE23"
4973 "Carbohydrate digestion and absorption" "Q8TE23"
5202 "Transcriptional misregulation in cancer" "P23759"
3018 "RNA degradation" "Q15477"
